JARVIS-ID,Formula,Spacegroup,Atom,Wycoff,Diag_Vxx,Diag_Vyy,Diag_Vzz,Eta,VASP_Vxx,VASP_Vxy,VASP_Vxz,VASP_Vyy,VASP_Vyz,VASP_Vzz
JVASP-34327,Tl2Ni3S2,166,Ni,e,0.2118,0.4719,-0.6837,0.380430013,0.1318,-0.2155,0.1382,-0.3228,0.4722,0.191
JVASP-34327,Tl2Ni3S2,166,S,c,1.1341,1.1342,-2.2683,4.41E-05,0.4061,-0.5092,-1.2991,0.778,-0.9086,-1.1842
JVASP-34339,Ba2CuF6,139,Ba,e,-0.4034,-0.4189,0.8222,0.018851861,-0.3446,0.0635,0.2687,-0.3347,0.2911,0.6793
JVASP-34339,Ba2CuF6,139,Cu,b,-2.7277,-2.7306,5.4583,0.000531301,-2.2788,0.4862,1.8012,-2.2011,1.9522,4.4798
JVASP-34339,Ba2CuF6,139,F,e,-3.8704,-3.8721,7.7425,0.000219567,-3.2332,0.6926,2.5544,-3.1214,2.769,6.3546
JVASP-34339,Ba2CuF6,139,F,c,-4.6198,-4.9773,9.5971,0.037250836,-4.5695,-0.9853,0.1648,8.6559,-3.4438,-4.0864
JVASP-34339,Ba2CuF6,139,F,d,-0.5429,-0.5478,1.0908,0.004492116,-0.4554,0.0949,0.36,-0.4401,0.3902,0.8955
JVASP-34340,CaF2,123,Ca,b,0.0199,0.0199,-0.0398,0,0.0199,0,0,0.0199,0,-0.0398
JVASP-34340,CaF2,123,F,f,2.6366,2.9324,-5.5691,0.053114507,-5.5691,0,0,2.6366,0,2.9324
JVASP-34349,TiS,194,Ti,a,0.6716,0.6718,-1.3434,0.000148876,0.6718,0,0,0.6716,0,-1.3434
JVASP-34349,TiS,194,S,c,-1.1019,-1.1019,2.2037,0,-1.1019,0,0,-1.1019,0,2.2037
JVASP-34350,RbFeF3,221,Rb,a,0,0,0,0,0,0,0,0,0,0
JVASP-34350,RbFeF3,221,Fe,b,0,0,0,0,0,0,0,0,0,0
JVASP-34350,RbFeF3,221,F,c,-4.0065,-4.0065,8.013,0,8.013,0,0,-4.0065,0,-4.0065
JVASP-34358,RbCuF3,221,Rb,b,0.0005,0.0005,-0.001,0,0.0005,0,0,0.0005,0,-0.001
JVASP-34358,RbCuF3,221,Cu,a,-0.0024,-0.0024,0.0048,0,-0.0024,0,0,-0.0024,0,0.0048
JVASP-34358,RbCuF3,221,F,d,-7.2687,-7.2687,14.5373,0,-7.2687,0,0,-7.2687,0,14.5373
JVASP-34361,VS,194,V,a,0.5231,0.5235,-1.0466,0.00038219,0.5231,0,0,0.5235,0,-1.0466
JVASP-34361,VS,194,S,c,-0.6849,-0.6849,1.3699,0,-0.6849,0,0,-0.6849,0,1.3699
JVASP-3438,LiSe2In,122,Li,b,-0.0084,-0.0084,0.0168,0,-0.005,0.0041,0.0075,-0.0033,0.0092,0.0083
JVASP-3438,LiSe2In,122,Se,d,4.7219,19.5232,-24.2451,0.610486243,6.4075,-5.3443,3.8201,-19.7868,-12.1118,13.3793
JVASP-3438,LiSe2In,122,In,a,-0.1223,-0.1225,0.2448,0.000816993,-0.0741,0.0587,0.1093,-0.0508,0.1331,0.125
JVASP-34389,FeSnF6,148,Fe,b,-2.4787,-2.4792,4.9579,0.000100849,-0.9685,1.0417,2.8045,-1.7602,1.9349,2.7288
JVASP-34389,FeSnF6,148,Sn,a,0.5628,0.563,-1.1258,0.000177651,0.2201,-0.2366,-0.6367,0.3996,-0.4393,-0.6197
JVASP-34389,FeSnF6,148,F,f,-5.2607,-8.3297,13.5904,0.225821168,-4.2094,-2.995,-7.776,-2.234,6.2712,6.4434
JVASP-344,WO3,129,W,c,-7.7256,-7.7256,15.4511,0,-7.7256,0,0,-7.7256,0,15.4511
JVASP-344,WO3,129,O,c,-0.7729,-0.7729,1.5458,0,-0.7729,0,0,-0.7729,0,1.5458
JVASP-344,WO3,129,O,d,-0.8543,-3.2197,4.074,0.580608738,1.5776,-2.4319,-0.4831,1.5776,0.4831,-3.1551
JVASP-3441,MnGa2Se4,82,Mn,a,-0.4217,-0.4223,0.844,0.0007109,-0.2448,0.221,0.3793,-0.1467,0.4735,0.3915
JVASP-3441,MnGa2Se4,82,Ga,b,0.2067,0.2069,-0.4135,0.000483676,0.1201,-0.1081,-0.186,0.0718,-0.2319,-0.1919
JVASP-3441,MnGa2Se4,82,Ga,d,-0.4266,-0.4268,0.8534,0.000234357,-0.2475,0.2235,0.3837,-0.148,0.4788,0.3955
JVASP-3441,MnGa2Se4,82,Se,g,3.5119,17.0184,-20.5303,0.657881278,-14.524,-7.8389,-11.0498,3.2417,1.9509,11.2823
JVASP-34413,O5Ta2,47,O,h,-0.7502,-2.1526,2.9027,0.48313639,-2.1526,0,0,2.9027,0,-0.7502
JVASP-34413,O5Ta2,47,O,q,-0.1872,-5.8009,5.9881,0.937475994,5.9881,0,0,-0.1872,0,-5.8009
JVASP-34413,O5Ta2,47,O,e,-0.0858,-2.6301,2.7159,0.936816525,-2.6301,0,0,2.7159,0,-0.0858
JVASP-34413,O5Ta2,47,O,b,-3.0208,-3.9398,6.9606,0.132028848,-3.9398,0,0,6.9606,0,-3.0208
JVASP-34413,O5Ta2,47,Ta,d,2.9572,62.1499,-65.1071,0.909158909,2.9572,0,0,62.1499,0,-65.1071
JVASP-34413,O5Ta2,47,Ta,a,-8.8363,-53.5411,62.3774,0.716682645,-53.5411,0,0,62.3774,0,-8.8363
JVASP-34430,TlCuF3,221,Tl,b,0.0018,0.0018,-0.0037,0,0.0018,0,0,0.0018,0,-0.0037
JVASP-34430,TlCuF3,221,Cu,a,-0.0028,-0.0028,0.0055,0,-0.0028,0,0,-0.0028,0,0.0055
JVASP-34430,TlCuF3,221,F,d,-7.0473,-7.0473,14.0946,0,-7.0473,0,0,-7.0473,0,14.0946
JVASP-34435,Rb2MnF5,123,Rb,e,-2.1567,-2.8017,4.9584,0.130082285,-2.1567,0,0,4.9584,0,-2.8017
JVASP-34435,Rb2MnF5,123,Mn,a,1.88,1.88,-3.7599,0,1.88,0,0,1.88,0,-3.7599
JVASP-34435,Rb2MnF5,123,F,b,-3.8591,-3.8591,7.7182,0,-3.8591,0,0,-3.8591,0,7.7182
JVASP-34435,Rb2MnF5,123,F,j,-3.7457,-5.2076,8.9534,0.163278754,1.8729,7.0805,0,1.8729,0,-3.7457
JVASP-34439,KCrF3,221,K,b,0.0001,0.0001,-0.0001,0,0.0001,0,0,0.0001,0,-0.0001
JVASP-34439,KCrF3,221,Cr,a,0.0004,0.0004,-0.0007,0,0.0004,0,0,0.0004,0,-0.0007
JVASP-34439,KCrF3,221,F,d,-4.0807,-4.0807,8.1614,0,-4.0807,0,0,-4.0807,0,8.1614
JVASP-3447,F6PtPb,166,F,h,-7.3493,-13.8404,21.1897,0.306332794,-0.483,15.6698,-5.9127,4.5421,-6.9364,-4.0591
JVASP-3447,F6PtPb,166,Pt,a,1.8212,1.8213,-3.6426,2.75E-05,0.0789,-2.0441,-1.5185,-0.5768,-1.7814,0.4979
JVASP-3447,F6PtPb,166,Pb,b,1.1896,1.1898,-2.3793,8.41E-05,0.0517,-1.3353,-0.9919,-0.3769,-1.1636,0.3252
JVASP-34470,CrCuS2,160,Cr,a,0.5221,0.5226,-1.0447,0.000478606,0.4156,-0.0647,-0.3899,0.4829,-0.2363,-0.8985
JVASP-34470,CrCuS2,160,Cu,a,2.3018,2.3029,-4.6047,0.000238886,1.8318,-0.2851,-1.7175,2.1288,-1.0412,-3.9606
JVASP-34470,CrCuS2,160,S,a,-0.0338,-0.0338,0.0676,0,-0.0269,0.0042,0.0252,-0.0313,0.0153,0.0582
JVASP-34472,VMo2S4,12,V,a,0.2663,1.3591,-1.6255,0.672285451,1.2199,0.2203,-0.5518,-0.3922,0.8739,-0.8277
JVASP-34472,VMo2S4,12,Mo,i,-0.6578,-2.9276,3.5854,0.63306744,3.3264,-0.1044,-1.0264,-2.8447,-0.4127,-0.4817
JVASP-34472,VMo2S4,12,S,i,-0.4805,-1.5486,2.0291,0.526391011,-0.4652,-0.4225,0.0606,0.7055,-1.6748,-0.2403
JVASP-34474,NaVF3,221,Na,a,0,0,0,0,0,0,0,0,0,0
JVASP-34474,NaVF3,221,V,b,0,0,0,0,0,0,0,0,0,0
JVASP-34474,NaVF3,221,F,c,-3.2951,-3.2951,6.5903,0,6.5903,0,0,-3.2951,0,-3.2951
JVASP-34477,K2ThCu2S4,12,K,i,0.2861,0.5364,-0.8225,0.304316109,0.2861,0,0,0.1556,-0.6103,-0.4417
JVASP-34477,K2ThCu2S4,12,Th,a,-5.0944,-6.2395,11.3339,0.101033184,-6.2395,0.0002,0,-4.739,2.39,10.9785
JVASP-34477,K2ThCu2S4,12,Cu,i,-0.2897,-0.9015,1.1912,0.513599731,-0.9015,0.0008,-0.0001,1.1535,-0.2332,-0.252
JVASP-34477,K2ThCu2S4,12,S,i,-2.5488,-2.7218,5.2706,0.032823587,-2.5488,0,0,4.2396,2.6791,-1.6907
JVASP-34489,Sr2FeWO6,87,Sr,d,0.0794,0.0803,-0.1596,0.005639098,-0.0386,0.0695,-0.0977,0.0395,0.0568,-0.0009
JVASP-34489,Sr2FeWO6,87,Fe,b,-0.0158,-0.021,0.0367,0.141689373,0.0103,-0.0151,0.0214,-0.0105,-0.0149,0.0002
JVASP-34489,Sr2FeWO6,87,W,a,-0.0452,-0.0686,0.1138,0.205623902,0.04,-0.0469,0.064,-0.037,-0.0454,-0.0031
JVASP-34489,Sr2FeWO6,87,O,e,-2.556,-2.5575,5.1134,0.000293347,1.2752,-2.2154,3.13,-1.2759,-1.8107,0.0007
JVASP-34489,Sr2FeWO6,87,O,h,-2.5561,-2.5578,5.1139,0.000332427,1.2784,2.1231,-3.1937,-1.3816,-1.7691,0.1032
JVASP-34496,Cr2S3,148,Cr,c,-0.3276,-0.328,0.6556,0.000610128,-0.1427,0.1258,0.3633,-0.2425,0.2465,0.3853
JVASP-34496,Cr2S3,148,Cr,b,0.6595,0.6599,-1.3194,0.000303168,0.2867,-0.2526,-0.7315,0.4884,-0.4959,-0.7751
JVASP-34496,Cr2S3,148,Cr,a,-0.5589,-0.5592,1.1181,0.000268312,-0.2433,0.2144,0.6197,-0.4137,0.4203,0.657
JVASP-34496,Cr2S3,148,S,f,-1.082,-1.9605,3.0424,0.288752301,-0.0671,-0.2918,-1.8428,-1.5122,1.1231,1.5793
JVASP-3450,TiPbO3,99,Ti,b,-1.0436,-1.0436,2.0872,0,-1.0436,0,0,-1.0436,0,2.0872
JVASP-3450,TiPbO3,99,Pb,a,2.5333,2.5333,-5.0666,0,2.5333,0,0,2.5333,0,-5.0666
JVASP-3450,TiPbO3,99,O,c,-0.4808,-0.773,1.2538,0.233051523,1.2538,0,0,-0.4808,0,-0.773
JVASP-3450,TiPbO3,99,O,b,0.4905,0.4905,-0.981,0,0.4905,0,0,0.4905,0,-0.981
JVASP-34525,BaVS3,20,Ba,b,-1.0958,-2.6449,3.7407,0.414120352,3.7236,0.2847,0.1675,-2.2339,-0.6696,-1.4897
JVASP-34525,BaVS3,20,V,a,1.9005,2.1395,-4.04,0.059158416,-3.682,0.732,-1.2443,1.87,0.052,1.8121
JVASP-34525,BaVS3,20,S,b,1.8782,1.9247,-3.803,0.012227189,1.7488,0.7306,0.4298,-2.2343,-2.4466,0.4855
JVASP-34525,BaVS3,20,S,c,-0.7717,-2.8209,3.5926,0.5703947,0.5411,2.4982,-0.4952,1.4926,0.9568,-2.0337
JVASP-34544,KCuF3,140,K,c,-3.2758,-3.2759,6.5517,1.53E-05,-1.6124,-2.4201,-2.7792,0.2452,4.0433,1.3672
JVASP-34544,KCuF3,140,Cu,d,2.1578,5.1556,-7.3134,0.409905106,-3.7676,-5.1593,-0.8476,0.1933,1.2335,3.5743
JVASP-34544,KCuF3,140,F,b,-10.237,-10.2374,20.4744,1.95E-05,-5.0386,-7.5634,-8.6851,0.7659,12.6353,4.2726
JVASP-34544,KCuF3,140,F,h,-5.0882,-7.6017,12.6898,0.198072468,6.5602,8.9179,0.7108,-0.2845,-1.0341,-6.2757
JVASP-34566,Ag2S,63,Ag,c,0.3633,11.5079,-11.8712,0.938793045,11.5079,0,0,-3.6055,5.7276,-7.9023
JVASP-34566,Ag2S,63,Ag,b,8.8821,9.3484,-18.2305,0.025578015,-6.7399,11.1803,7.7373,1.4337,-5.161,5.3062
JVASP-34566,Ag2S,63,S,c,0.568,1.1404,-1.7084,0.335050339,-1.7084,0,0,0.7564,-0.2689,0.952
JVASP-3459,Se4In2Hg,82,Se,g,3.3915,8.7652,-12.1567,0.442036079,5.1969,5.2233,5.8487,-2.6863,-6.0254,-2.5106
JVASP-3459,Se4In2Hg,82,In,d,-1.7007,-1.7009,3.4016,5.88E-05,-1.0354,0.8086,1.5161,-0.718,1.8426,1.7533
JVASP-3459,Se4In2Hg,82,In,b,1.3225,1.3227,-2.6451,7.56E-05,0.8052,-0.629,-1.1789,0.5581,-1.4328,-1.3633
JVASP-3459,Se4In2Hg,82,Hg,a,0.8826,0.8828,-1.7653,0.000113295,0.5374,-0.4198,-0.7867,0.3725,-0.9562,-0.9099
JVASP-34619,RbFeF4,123,Rb,a,-0.7003,-0.7003,1.4005,0,-0.7003,0,0,-0.7003,0,1.4005
JVASP-34619,RbFeF4,123,Fe,d,2.6071,2.6071,-5.2142,0,2.6071,0,0,2.6071,0,-5.2142
JVASP-34619,RbFeF4,123,F,h,-6.4571,-6.4571,12.9142,0,-6.4571,0,0,-6.4571,0,12.9142
JVASP-34619,RbFeF4,123,F,e,-8.3208,-9.6044,17.9252,0.071608685,-8.3208,0,0,17.9252,0,-9.6044
JVASP-3462,LiInTe2,122,Li,b,-0.0078,-0.0078,0.0156,0,-0.0046,0.004,0.007,-0.0029,0.0087,0.0074
JVASP-3462,LiInTe2,122,In,a,-0.2152,-0.2153,0.4305,0.000232288,-0.1276,0.1079,0.193,-0.0822,0.2378,0.2099
JVASP-3462,LiInTe2,122,Te,d,7.3324,30.6743,-38.0067,0.614152242,10.2416,-8.1983,6.41,-31.6975,-18.0639,21.456
JVASP-34644,BaCSNCl,11,Ba,e,0.8031,4.7335,-5.5366,0.709894159,-5.5366,0,0,1.7086,-1.655,3.828
JVASP-34644,BaCSNCl,11,C,e,2.1796,2.8621,-5.0417,0.135371006,2.8621,0,0,-4.5626,-1.7973,1.7005
JVASP-34644,BaCSNCl,11,S,e,-10.2283,-10.4098,20.6381,0.008794414,-10.2283,0,0,18.8127,7.3036,-8.5843
JVASP-34644,BaCSNCl,11,N,e,2.4997,2.8812,-5.3809,0.07089892,2.4997,0,0,-4.8745,-1.9817,2.3749
JVASP-34644,BaCSNCl,11,Cl,e,-0.3634,-0.7195,1.0829,0.328839228,-0.7195,0,0,1.0807,0.0563,-0.3612
JVASP-3465,PS4In,82,P,c,-0.1492,-0.1493,0.2985,0.000335008,-0.0789,0.0936,0.1334,-0.0247,0.1775,0.1036
JVASP-3465,PS4In,82,S,g,-0.0285,-16.8273,16.8558,0.996618375,12.8404,0.2682,9.6762,-3.9465,-7.7563,-8.8939
JVASP-3465,PS4In,82,In,a,-2.8564,-2.8566,5.713,3.50E-05,-1.5103,1.7915,2.5524,-0.4727,3.3965,1.9829
JVASP-34652,KFeF3,221,K,a,0,0,0,0,0,0,0,0,0,0
JVASP-34652,KFeF3,221,Fe,b,0,0,0,0,0,0,0,0,0,0
JVASP-34652,KFeF3,221,F,c,-3.6417,-3.6417,7.2835,0,7.2835,0,0,-3.6417,0,-3.6417
JVASP-34677,KCoO2,82,K,d,0.4983,0.4989,-0.9971,0.000601745,0.2426,0.3886,0.4083,-0.0905,-0.6188,-0.1521
JVASP-34677,KCoO2,82,K,b,-1.3298,-1.3305,2.6602,0.000263138,-0.6466,-1.036,-1.0893,0.2412,1.6515,0.4054
JVASP-34677,KCoO2,82,Co,c,-1.1491,-1.1513,2.3004,0.000956355,-0.5602,-0.8962,-0.9422,0.2089,1.4275,0.3514
JVASP-34677,KCoO2,82,Co,a,1.3939,1.3962,-2.7901,0.000824343,0.6774,1.0865,1.1419,-0.2524,-1.7328,-0.425
JVASP-34677,KCoO2,82,O,g,-2.6339,-4.2201,6.8541,0.231423528,-1.7001,1.0872,-3.4076,-1.3683,-3.9975,3.0684
JVASP-34678,Li2S,194,Li,f,-0.0225,-0.023,0.0455,0.010989011,-0.0228,0.0002,0.0004,-0.0227,0,0.0455
JVASP-34678,Li2S,194,S,d,-1.4185,-1.4186,2.8371,3.52E-05,-1.4185,0,0.006,-1.4186,0.0007,2.8371
JVASP-3468,ZnIn2Te4,82,Zn,a,0.2913,0.2914,-0.5827,0.000171615,0.1748,-0.1429,-0.2606,0.1162,-0.3192,-0.2911
JVASP-3468,ZnIn2Te4,82,In,b,-0.0442,-0.0445,0.0887,0.003382187,-0.0265,0.0217,0.0397,-0.0179,0.0486,0.0444
JVASP-3468,ZnIn2Te4,82,In,d,-0.7245,-0.7248,1.4493,0.000206996,-0.4346,0.3551,0.6482,-0.2898,0.7939,0.7244
JVASP-3468,ZnIn2Te4,82,Te,g,7.4356,17.8365,-25.2721,0.411556618,-18.7086,-4.9034,-14.675,8.3479,1.7697,10.3607
JVASP-347,WS2,160,W,a,8.0388,8.0387,-16.0775,0,8.0388,0,0,8.0387,0,-16.0775
JVASP-347,WS2,160,S,a,2.2328,2.2328,-4.4656,0,2.2328,0,0,2.2328,0,-4.4656
JVASP-34704,Cu3TeS3Cl,160,Cu,b,-0.127,-1.4905,1.6175,0.842967543,-0.332,1.0579,-0.6387,-0.5244,-0.5835,0.8564
JVASP-34704,Cu3TeS3Cl,160,Te,a,13.3112,13.3113,-26.6225,3.76E-06,0.2392,-11.9394,-14.4426,2.4065,-13.1911,-2.6457
JVASP-34704,Cu3TeS3Cl,160,S,b,-5.8528,-10.9378,16.7906,0.302848022,-1.7007,-6.3619,-6.0776,0.3176,11.7491,1.3831
JVASP-34704,Cu3TeS3Cl,160,Cl,a,3.8078,3.8079,-7.6156,1.31E-05,0.0684,-3.4154,-4.1314,0.6884,-3.7734,-0.7568
JVASP-34705,O3BiCr,161,O,b,0.073,2.554,-2.6271,0.944387347,0.6755,2.2679,-1.0163,-0.4795,0.4203,-0.196
JVASP-34705,O3BiCr,161,Bi,a,2.6669,2.6694,-5.3363,0.000468489,0.8705,-1.2714,-3.0879,1.7678,-2.187,-2.6384
JVASP-34705,O3BiCr,161,Cr,a,-0.3746,-0.375,0.7496,0.000533618,-0.1225,0.1791,0.4335,-0.2479,0.3075,0.3705
JVASP-34756,TaTe4,124,Ta,a,0.7816,0.7816,-1.5633,0,0.7816,0,0,0.7816,0,-1.5633
JVASP-34756,TaTe4,124,Te,m,-13.6693,-26.1581,39.8274,0.313573068,23.6682,-24.563,0,2.4898,0,-26.1581
JVASP-34760,O3ClRb,160,O,b,-8.7038,-10.299,19.0028,0.083945524,17.5301,-5.1017,-3.8578,-8.5045,-0.0894,-9.0256
JVASP-34760,O3ClRb,160,Cl,a,14.748,14.748,-29.4961,0,0.0963,-13.8597,-15.5399,1.6376,-14.6998,-1.7339
JVASP-34760,O3ClRb,160,Rb,a,-0.9876,-0.9878,1.9754,0.000101245,-0.0064,0.9282,1.0407,-0.1097,0.9845,0.1161
JVASP-34761,KClO3,11,K,e,0.2226,0.8089,-1.0315,0.56839554,0.2226,0,0,-0.5855,-0.7886,0.3628
JVASP-34761,KClO3,11,Cl,e,14.2905,14.4897,-28.7802,0.006921425,14.4897,0,0,-1.0997,20.64,-13.39
JVASP-34761,KClO3,11,O,f,-8.5782,-10.2446,18.8227,0.088531401,9.0566,-2.8696,-12.9291,-9.0382,3.027,-0.0184
JVASP-34761,KClO3,11,O,e,-8.4133,-10.5185,18.9318,0.111199146,-8.4133,0,0,17.0462,7.2096,-8.6328
JVASP-3477,Nd3InN,221,Nd,c,16.4816,16.4816,-32.9632,0,16.4816,0,0,16.4816,0,-32.9632
JVASP-3477,Nd3InN,221,In,a,0,0,0,0,0,0,0,0,0,0
JVASP-3477,Nd3InN,221,N,b,0,0,0,0,0,0,0,0,0,0
JVASP-34772,LiBr,225,Li,a,-0.0002,-0.0002,0.0004,0,-0.0001,0.0001,0.0002,-0.0001,0.0001,0.0002
JVASP-34772,LiBr,225,Br,b,0,0.0001,-0.0001,1,0,-0.0001,0,0,0,0
JVASP-34776,O3BaBi,221,O,d,-5.6503,-5.6504,11.3006,8.85E-06,-2.8252,-3.9954,-4.8933,0,6.9202,2.8252
JVASP-34776,O3BaBi,221,Ba,b,0,0.0002,-0.0002,1,-0.0001,-0.0001,-0.0001,0.0001,-0.0001,0
JVASP-34776,O3BaBi,221,Bi,a,0,0,-0.0001,0,0,0,0,0,0,0
JVASP-34777,O3BaBi,148,O,f,-5.4364,-5.9826,11.419,0.04783256,-2.5844,-4.543,-4.4269,1.2196,7.2539,1.3649
JVASP-34777,O3BaBi,148,Ba,c,-3.3436,-3.344,6.6876,5.98E-05,-1.1087,1.5819,3.8631,-2.2245,2.7337,3.3332
JVASP-34777,O3BaBi,148,Bi,a,0.0813,0.0814,-0.1628,0.000614251,0.027,-0.0385,-0.094,0.0541,-0.0666,-0.0811
JVASP-34777,O3BaBi,148,Bi,b,-0.4125,-0.4126,0.8251,0.000121197,-0.1368,0.1952,0.4766,-0.2745,0.3373,0.4112
JVASP-34779,OCl2Cu2,70,O,a,1.756,2.2036,-3.9596,0.113041721,0.8133,-1.5286,1.5638,-0.723,2.5359,-0.0904
JVASP-34779,OCl2Cu2,70,Cl,f,5.0321,9.055,-14.0871,0.285573326,-8.8616,-4.0997,8.3023,7.2977,0.172,1.5639
JVASP-34779,OCl2Cu2,70,Cu,c,0.8891,1.9135,-2.8025,0.365530776,0.3805,1.0524,-0.7213,-1.0973,1.8958,0.7168
JVASP-34781,O3AgBi,148,O,f,0.9814,8.6882,-9.6696,0.79701332,4.8543,-3.5249,-1.5614,2.1042,5.6486,-6.9584
JVASP-34781,O3AgBi,148,Ag,c,-0.3115,-0.3115,0.623,0,-0.139,0.1165,0.3433,-0.2328,0.2318,0.3719
JVASP-34781,O3AgBi,148,Bi,c,-6.1169,-6.117,12.2339,8.17E-06,-2.7297,2.2869,6.7421,-4.573,4.5519,7.3027
JVASP-34788,AlHO2,31,Al,a,-0.016,-0.8187,0.8347,0.961662873,-0.8187,0,0,0.5258,-0.4091,0.2929
JVASP-34788,AlHO2,31,H,a,-0.7336,-0.9254,1.659,0.115611814,-0.9254,0,0,0.7509,1.1611,0.1745
JVASP-34788,AlHO2,31,O,a,0.4397,2.2741,-2.7138,0.675952539,0.4397,0,0,-0.1575,2.4931,-0.2822
JVASP-3480,SrCuSeF,129,Sr,c,-0.586,-0.586,1.1721,0,-0.586,0,0,-0.586,0,1.1721
JVASP-3480,SrCuSeF,129,Cu,a,0.0133,0.0133,-0.0267,0,0.0133,0,0,0.0133,0,-0.0267
JVASP-3480,SrCuSeF,129,Se,c,-0.3857,-0.3857,0.7715,0,-0.3857,0,0,-0.3857,0,0.7715
JVASP-3480,SrCuSeF,129,F,b,-0.4344,-0.4344,0.8689,0,-0.4344,0,0,-0.4344,0,0.8689
JVASP-34841,O7FeAs2,5,O,c,-2.8689,-11.5821,14.451,0.602947893,-3.4366,-1.125,8.8204,-0.147,-9.1762,3.5835
JVASP-34841,O7FeAs2,5,O,b,-2.6115,-13.0515,15.663,0.666538977,1.4599,-5.2065,-7.7853,4.0464,9.9557,-5.5063
JVASP-34841,O7FeAs2,5,Fe,a,-4.5624,-5.1857,9.7481,0.063940665,-0.7623,-4.8594,-4.1643,1.6515,5.3256,-0.8892
JVASP-34841,O7FeAs2,5,As,c,-2.8312,-5.3957,8.2269,0.311721305,-2.8075,0.7132,0.6497,6.4468,4.4867,-3.6393
JVASP-3486,CdIn2Te4,82,Cd,a,0.489,0.4891,-0.9782,0.000102229,0.2933,-0.2399,-0.4375,0.1953,-0.5359,-0.4886
JVASP-3486,CdIn2Te4,82,In,b,0.7412,0.7413,-1.4824,6.75E-05,0.4445,-0.3635,-0.663,0.296,-0.8122,-0.7405
JVASP-3486,CdIn2Te4,82,In,d,-1.2973,-1.2974,2.5946,3.85E-05,-0.7781,0.6361,1.1605,-0.518,1.4216,1.2961
JVASP-3486,CdIn2Te4,82,Te,g,4.6225,17.8005,-22.423,0.587700129,-16.1943,-6.4734,-13.0318,5.8953,2.6898,10.299
JVASP-3489,VCu3Se4,215,V,a,0,0,0,0,0,0,0,0,0,0
JVASP-3489,VCu3Se4,215,Cu,d,0.6437,0.6437,-1.2873,0,0.6437,0,0,-1.2873,0,0.6437
JVASP-3489,VCu3Se4,215,Se,e,1.6441,1.6441,-3.2882,0,0,-1.6441,-1.6441,0,-1.6441,0
JVASP-34892,YClO,129,Y,c,-2.5346,-2.5346,5.0692,0,-2.5346,0,0,-2.5346,0,5.0692
JVASP-34892,YClO,129,Cl,c,0.1487,0.1487,-0.2974,0,0.1487,0,0,0.1487,0,-0.2974
JVASP-34892,YClO,129,O,a,-0.1907,-0.1907,0.3813,0,-0.1907,0,0,-0.1907,0,0.3813
JVASP-34911,LiScI3,188,Li,e,-0.0054,-0.0054,0.0108,0,-0.0054,0,0,-0.0054,0,0.0108
JVASP-34911,LiScI3,188,Sc,a,1.6604,1.6604,-3.3208,0,1.6604,0,0,1.6604,0,-3.3208
JVASP-34911,LiScI3,188,I,k,-0.7302,-11.794,12.5241,0.883400803,-10.6536,5.1412,0,11.3837,0,-0.7302
JVASP-3492,RbInTe2,140,Rb,a,-1.513,-1.5132,3.0262,6.61E-05,-0.8208,1.3597,-0.9025,1.1572,-1.7726,-0.3364
JVASP-3492,RbInTe2,140,In,b,1.3532,1.3533,-2.7065,3.69E-05,0.7343,-1.2159,0.8072,-1.0351,1.5854,0.3009
JVASP-3492,RbInTe2,140,Te,h,12.162,27.4296,-39.5916,0.385627254,11.7285,-0.8515,-13.3254,10.4895,-26.1723,-22.218
JVASP-34925,V3Sb2,166,V,h,1.9779,2.2061,-4.184,0.054541109,2.0091,0.016,0.0784,-4.1838,0.0399,2.1746
JVASP-34925,V3Sb2,166,Sb,c,-3.6325,-3.6326,7.2652,1.38E-05,-2.2198,0.9021,3.5476,-3.0566,2.2653,5.2765
JVASP-34942,HoClO,129,Ho,c,-5.1128,-5.1128,10.2256,0,-5.1128,0,0,-5.1128,0,10.2256
JVASP-34942,HoClO,129,Cl,c,0.1493,0.1493,-0.2985,0,0.1493,0,0,0.1493,0,-0.2985
JVASP-34942,HoClO,129,O,a,-0.168,-0.168,0.336,0,-0.168,0,0,-0.168,0,0.336
JVASP-34946,HF2Rb,140,H,d,-0.345,-0.3666,0.7117,0.030349867,0.3908,0.489,-0.0059,-0.0334,0.0089,-0.3573
JVASP-34946,HF2Rb,140,F,h,-4.5234,-5.3465,9.87,0.083394124,5.429,6.7657,-0.2237,-0.4371,0.3407,-4.9919
JVASP-34946,HF2Rb,140,Rb,a,0.488,0.4881,-0.9762,0.000102438,0.2372,0.3824,0.3978,-0.0944,-0.6062,-0.1427
JVASP-3495,CuInTe2,122,Cu,a,-0.047,-0.0471,0.094,0.00106383,-0.0281,0.0232,0.0421,-0.0186,0.0516,0.0467
JVASP-3495,CuInTe2,122,In,b,-0.3577,-0.3577,0.7154,0,-0.2147,0.175,0.3199,-0.1434,0.3917,0.3581
JVASP-3495,CuInTe2,122,Te,d,5.5546,18.7417,-24.2963,0.542761655,6.9854,-5.42,3.2019,-19.7056,-12.1295,12.7202
JVASP-34961,NaCN,59,Na,a,-0.1396,-0.5457,0.6853,0.592587188,-0.5457,0,0,-0.1396,0,0.6853
JVASP-34961,NaCN,59,C,b,4.4405,4.611,-9.0514,0.018836865,4.4405,0,0,-9.0514,0,4.611
