jid,site_idx,element,frob_norm,cartesian_max,principal_max,difference,strict_underestimation,tol_filtered_underestimation,ratio
JVASP-12851,5,S,114.24778287856034,69.05533333333334,84.14814900890178,15.092815675568445,True,True,1.2185611877755294
JVASP-12851,6,S,114.10867591029175,69.363,83.98183330014425,14.618833300144246,True,True,1.21075837694656
JVASP-12851,7,S,114.24828465233078,59.71,84.14862267637956,24.43862267637956,True,True,1.4092886062029737
JVASP-12860,0,Tl,7.690057086914245,4.989,6.2789051971042955,1.2899051971042956,True,True,1.2585498490888547
JVASP-12860,1,Cu,7.096586127615635,4.605666666666667,5.794336298261624,1.1886696315949568,True,True,1.2580885065343324
JVASP-12860,2,Cu,7.096586127615635,4.605666666666667,5.794336298261624,1.1886696315949568,True,True,1.2580885065343324
JVASP-12860,3,Te,68.08679914638373,44.178,55.592638704050955,11.414638704050958,True,True,1.2583783490436633
JVASP-12860,4,Te,68.08679914638373,44.178,55.592638704050955,11.414638704050958,True,True,1.2583783490436633
JVASP-12870,0,Li,0.46230797815597624,0.3183333333333333,0.37747275013365333,0.05913941680032003,True,True,1.1857782726711623
JVASP-12870,1,O,16.56509710203958,11.41,13.525345136154991,2.115345136154991,True,True,1.1853939646060465
JVASP-12870,2,O,16.56509710203958,11.41,13.525345136154991,2.115345136154991,True,True,1.1853939646060465
JVASP-12870,3,Al,9.026181252334787,6.217,7.369846118670267,1.1528461186702676,True,True,1.1854344730047077
JVASP-12871,0,Tl,21.453447663876,17.516666666666666,17.516666666666666,0.0,False,False,1.0
JVASP-12871,1,Cu,38.940054725179834,31.649,31.649,0.0,False,False,1.0
JVASP-12871,2,Cu,38.940054725179834,31.649,31.649,0.0,False,False,1.0
JVASP-12871,3,Cu,38.940054725179834,31.649,31.649,0.0,False,False,1.0
JVASP-12871,4,Cu,38.940054725179834,31.649,31.649,0.0,False,False,1.0
JVASP-12871,5,S,8.658129744157607,7.069333333333334,7.069333333333334,0.0,False,False,1.0
JVASP-12871,6,S,8.658129744157607,7.069333333333334,7.069333333333334,0.0,False,False,1.0
JVASP-12871,7,S,10.12537410008473,8.267333333333333,8.267333333333333,0.0,False,False,1.0
JVASP-12872,0,Tl,27.559209096053536,22.502,22.502,0.0,False,False,1.0
JVASP-12872,1,Tl,27.559209096053536,22.502,22.502,0.0,False,False,1.0
JVASP-12872,2,Cu,29.484508033881117,24.074,24.074,0.0,False,False,1.0
JVASP-12872,3,Cu,29.484508033881117,24.074,24.074,0.0,False,False,1.0
JVASP-12872,4,Cu,29.484508033881117,24.074,24.074,0.0,False,False,1.0
JVASP-12872,5,Cu,29.484508033881117,24.074,24.074,0.0,False,False,1.0
JVASP-12872,6,S,42.05773888358717,34.34,34.34,0.0,False,False,1.0
JVASP-12872,7,S,42.05773888358717,34.34,34.34,0.0,False,False,1.0
JVASP-12872,8,S,42.05773888358717,34.34,34.34,0.0,False,False,1.0
JVASP-12872,9,S,42.05773888358717,34.34,34.34,0.0,False,False,1.0
JVASP-12878,0,Cu,31.866693898175253,26.019,26.01900033339986,3.333998606080968e-07,True,False,1.0000000128137077
JVASP-12878,1,Cu,31.86665583333149,26.019,26.019001664528723,1.664528724631964e-06,True,False,1.0000000639735855
JVASP-12878,2,B,0.589992090342461,0.48166666666666663,0.48166804606951796,1.3794028513314238e-06,True,False,1.000002863812148
JVASP-12878,3,B,0.5899395449252971,0.48166666666666663,0.4816680536504637,1.3869837970914567e-06,True,False,1.0000028795511358
JVASP-12878,4,Se,335.35040226902964,236.547,246.0675216287994,9.5205216287994,True,True,1.0402479068802368
JVASP-12878,5,Se,335.3588014142465,236.553,246.07303665669923,9.520036656699233,True,True,1.0402448358579228
JVASP-12878,6,Se,335.3626644842863,236.555,246.08149111001657,9.526491110016565,True,True,1.0402717808121433
JVASP-12878,7,Se,335.34587654837804,236.543,246.0695890701029,9.526589070102887,True,True,1.0402742379613976
JVASP-12897,0,O,5.207210769692351,2.548,4.251669754591537,1.7036697545915374,True,True,1.668630201959002
JVASP-12897,1,O,5.207210769692351,2.548,4.251669754591537,1.7036697545915374,True,True,1.668630201959002
JVASP-12897,2,Cl,228.61203309683125,112.755,186.64334277209315,73.88834277209315,True,True,1.6552999225940592
JVASP-12897,3,Cl,228.61198138330374,123.454,186.64330291376083,63.18930291376084,True,True,1.5118449212966842
JVASP-12897,4,Cl,228.61198138330374,123.454,186.64330291376083,63.18930291376084,True,True,1.5118449212966842
JVASP-12897,5,Cl,228.61203309683125,112.755,186.64334277209315,73.88834277209315,True,True,1.6552999225940592
JVASP-12897,6,Pd,169.73466700706726,112.26,123.51113349957073,11.251133499570727,True,True,1.100223886509627
JVASP-12897,7,Pd,169.73538420730074,90.364,123.51181190275949,33.147811902759486,True,True,1.3668254161254425
JVASP-12897,8,Pd,169.73515536270028,85.627,123.51155470868984,37.88455470868985,True,True,1.4424370199667143
JVASP-12897,9,Pd,169.7356745825697,99.097,123.51255064036508,24.415550640365083,True,True,1.246380320699568
JVASP-12904,0,H,14.480881971298112,6.848,11.821446560204494,4.973446560204494,True,True,1.7262626402167778
JVASP-12904,1,H,14.480881971298112,6.848,11.821446560204494,4.973446560204494,True,True,1.7262626402167778
JVASP-12904,2,H,14.481229390720483,6.526,11.821730168590076,5.295730168590076,True,True,1.8114817910803058
JVASP-12904,3,H,14.481229390720483,6.526,11.821730168590076,5.295730168590076,True,True,1.8114817910803058
JVASP-12904,4,H,14.375881051260823,6.649,11.734908850166526,5.085908850166526,True,True,1.7649133478969057
JVASP-12904,5,H,14.375881051260823,6.649,11.734908850166526,5.085908850166526,True,True,1.7649133478969057
JVASP-12904,6,Cl,240.46776377025398,109.906,195.8138765819216,85.90787658192158,True,True,1.781648650500624
JVASP-12904,7,Cl,240.46776377025398,109.906,195.8138765819216,85.90787658192158,True,True,1.781648650500624
JVASP-12904,8,Ge,332.7979042091461,160.476,271.720960902756,111.24496090275602,True,True,1.6932186800690199
JVASP-12904,9,Ge,332.7979042091461,160.476,271.720960902756,111.24496090275602,True,True,1.6932186800690199
JVASP-12912,0,Ga,54.7079065766549,30.358,43.53855254540062,13.18055254540062,True,True,1.4341706484419467
JVASP-12912,1,Ga,54.70778174994852,32.891,43.538441668922594,10.647441668922596,True,True,1.3237190012137847
JVASP-12912,2,Ga,54.70729127517343,25.451,43.537937191496226,18.086937191496226,True,True,1.7106572312088415
JVASP-12912,3,Ga,54.70803431550677,42.169333333333334,43.53842796015403,1.3690946268206972,True,True,1.0324665940530409
JVASP-12912,4,Se,116.84904517367697,62.655,95.35558608268428,32.70058608268428,True,True,1.5219150280533762
JVASP-12912,5,Se,116.84886169749366,81.366,95.35540618655389,13.989406186553893,True,True,1.1719318411443833
JVASP-12912,6,Se,116.84872865375985,70.169,95.35531996987682,25.18631996987682,True,True,1.3589379921315228
JVASP-12912,7,Se,116.8487096548353,80.856,95.35530118570966,14.499301185709669,True,True,1.1793225139224013
JVASP-12912,8,Te,701.5062285168964,327.49,561.4151117920566,233.92511179205655,True,True,1.7142969611043286
JVASP-12912,9,Te,701.5069696403593,368.663,561.4156385930969,192.7526385930969,True,True,1.5228423752671054
JVASP-12922,0,H,37.28933671529525,26.899666666666665,30.446535854804836,3.546869188138171,True,True,1.1318555070622252
JVASP-12922,1,H,37.29184755412368,21.524,30.448586345744026,8.924586345744025,True,True,1.4146341918669403
JVASP-12922,2,H,48.823209603630126,35.719,39.86390991279542,4.14490991279542,True,True,1.1160421599931527
JVASP-12922,3,H,50.28423250549486,26.452333333333335,41.05587344377758,14.603540110444243,True,True,1.552070016902513
JVASP-12922,4,O,99.47706440515154,55.38966666666667,81.13406992599728,25.74440325933061,True,True,1.464787112987331
JVASP-12922,5,O,99.46677188890772,72.308,81.12555893119513,8.817558931195123,True,True,1.1219444450295282
JVASP-12922,6,O,139.31121793308677,103.58,113.69821752796658,10.118217527966578,True,True,1.0976850504727416
JVASP-12922,7,O,133.03551747058629,67.894,107.96396806234878,40.06996806234878,True,True,1.5901842292742918
JVASP-12922,8,Cd,37.539735197077064,18.769333333333332,28.88044938485544,10.111116051522107,True,True,1.538704059007003
JVASP-12922,9,Cd,37.5565915918897,28.691,28.898159310226287,0.20715931022628808,True,True,1.0072203586569408
JVASP-12926,0,In,19.295110105930984,14.596,14.596,0.0,False,False,1.0
JVASP-12926,1,In,19.295110105930984,14.596,14.596,0.0,False,False,1.0
JVASP-12926,2,Ca,7.623483718091093,5.197,5.565340954618228,0.3683409546182279,True,True,1.070875688785497
JVASP-12926,3,Ca,7.623483718091093,5.197,5.565340954618228,0.3683409546182279,True,True,1.070875688785497
JVASP-12926,4,Br,66.04621045904149,36.401,53.60018675824874,17.199186758248736,True,True,1.472492150167543
JVASP-12926,5,Br,66.04621045904149,36.401,53.60018675824874,17.199186758248736,True,True,1.472492150167543
JVASP-12926,6,Br,66.04621045904149,36.401,53.60018675824874,17.199186758248736,True,True,1.472492150167543
JVASP-12926,7,Br,66.04621045904149,36.401,53.60018675824874,17.199186758248736,True,True,1.472492150167543
JVASP-12926,8,Br,64.84416093990268,52.358,52.358,0.0,False,False,1.0
JVASP-12926,9,Br,64.84416093990268,52.358,52.358,0.0,False,False,1.0
JVASP-12954,0,Mg,16.752216649347236,10.563,13.657493367237574,3.0944933672375736,True,True,1.2929559185115567
JVASP-12954,1,Mg,16.752216649347236,10.563,13.657493367237574,3.0944933672375736,True,True,1.2929559185115567
JVASP-12954,2,Mg,16.752216649347236,10.563,13.657493367237574,3.0944933672375736,True,True,1.2929559185115567
JVASP-12954,3,Mg,16.752216649347236,10.563,13.657493367237574,3.0944933672375736,True,True,1.2929559185115567
JVASP-12954,4,C,16.349799509474114,10.395,12.575075759322011,2.180075759322012,True,True,1.2097234977702753
JVASP-12954,5,C,16.349799509474114,10.395,12.575075759322011,2.180075759322012,True,True,1.2097234977702753
JVASP-12954,6,C,16.349799509474114,10.395,12.575075759322011,2.180075759322012,True,True,1.2097234977702753
JVASP-12954,7,C,16.349799509474114,10.395,12.575075759322011,2.180075759322012,True,True,1.2097234977702753
JVASP-12954,8,C,74.80961877102881,41.513,61.032044294888095,19.519044294888097,True,True,1.4701911279572206
JVASP-12954,9,C,74.80961877102881,41.513,61.032044294888095,19.519044294888097,True,True,1.4701911279572206
JVASP-12965,0,Mn,42.86372713612292,30.716,34.94174393945993,4.225743939459932,True,True,1.1375746822327104
JVASP-12965,1,Mn,42.86372713612292,30.716,34.94174393945993,4.225743939459932,True,True,1.1375746822327104
JVASP-12965,2,Mn,31.730949371236907,16.142,25.857216796647,9.715216796646999,True,True,1.6018595463168752
JVASP-12965,3,Mn,31.730949371236907,16.142,25.857216796647,9.715216796646999,True,True,1.6018595463168752
JVASP-12965,4,Mn,63.236468291643234,41.188,51.51302737002691,10.325027370026909,True,True,1.2506804741678865
JVASP-12965,5,Mn,32.420737468478414,21.258,24.4567091158242,3.198709115824201,True,True,1.1504708399578607
JVASP-12965,6,As,34.76383367812014,21.126,27.897291280237162,6.771291280237161,True,True,1.3205193259602934
JVASP-12965,7,As,34.76383367812014,21.126,27.897291280237162,6.771291280237161,True,True,1.3205193259602934
JVASP-12965,8,As,41.288820811449675,27.915,30.569819578265086,2.654819578265087,True,True,1.0951036925762165
JVASP-12965,9,As,41.288820811449675,27.915,30.569819578265086,2.654819578265087,True,True,1.0951036925762165
JVASP-12975,0,S,334.33689642036217,230.351,272.9647296381701,42.61372963817013,True,True,1.1849947672819745
JVASP-12975,1,S,334.3373327823263,224.818,272.96507344606215,48.14707344606214,True,True,1.2141602249199892
JVASP-12975,2,S,334.33713993213496,215.343,272.96491517469485,57.62191517469486,True,True,1.2675820211230218
JVASP-12975,3,S,334.3362045606189,221.951,272.96415434444054,51.01315434444055,True,True,1.2298397139208228
JVASP-12975,4,S,19.521167844163422,10.232,15.51517801021506,5.28317801021506,True,True,1.5163387422024102
JVASP-12975,5,S,19.521566484275795,10.232,15.515540576652626,5.283540576652626,True,True,1.5163741767643302
JVASP-12975,6,Ba,83.28497604009982,55.184,66.12319261269398,10.939192612693986,True,True,1.198231237545194
JVASP-12975,7,Ba,83.2867364470478,56.027,66.12447602818864,10.097476028188638,True,True,1.1802251776498587
JVASP-12975,8,Ba,140.09037603632876,92.589,110.58899153570702,17.999991535707025,True,True,1.1944074515947578
JVASP-12975,9,Ba,140.0894720027169,93.896,110.58829401138414,16.692294011384135,True,True,1.1777742823057866
JVASP-13020,0,O,42.2602119966287,24.391,34.037231161094226,9.646231161094228,True,True,1.395483217625117
JVASP-13020,1,O,42.25978102167591,24.174,34.036920871587526,9.862920871587527,True,True,1.4079970576481975
JVASP-13020,2,O,42.2602119966287,24.391,34.037231161094226,9.646231161094228,True,True,1.395483217625117
JVASP-13020,3,O,42.25978102167591,24.174,34.036920871587526,9.862920871587527,True,True,1.4079970576481975
JVASP-13020,4,Cu,95.39285778645414,59.24233333333333,74.33444099331979,15.09210765998646,True,True,1.2547520803252143
JVASP-13020,5,Cu,95.39514324115248,59.242,74.33557606878077,15.09357606878077,True,True,1.2547783003406496
JVASP-13020,6,Cu,94.7044797250901,55.71,76.11668742834051,20.40668742834051,True,True,1.3663020540000093
JVASP-13020,7,Cu,94.70171610905474,71.71,76.11474459578227,4.404744595782276,True,True,1.061424412157053
JVASP-13020,8,Pb,311.0166007884467,163.019,246.33490582496395,83.31590582496395,True,True,1.5110809526801412
JVASP-13020,9,Pb,311.0166007884467,163.019,246.33490582496395,83.31590582496395,True,True,1.5110809526801412
JVASP-13048,0,Te,647.5077048869765,275.751,489.0550258465769,213.3040258465769,True,True,1.7735385396483672
JVASP-13048,1,Te,647.5068531575554,275.75,489.05437327545076,213.30437327545076,True,True,1.7735426048067118
JVASP-13048,2,Te,647.5077048869765,275.751,489.0550258465769,213.3040258465769,True,True,1.7735385396483672
JVASP-13048,3,Te,647.5068531575554,275.75,489.05437327545076,213.30437327545076,True,True,1.7735426048067118
JVASP-13048,4,Te,899.3073645667537,533.835,734.1489637138043,200.31396371380424,True,True,1.375235725858747
JVASP-13048,5,Te,899.3073645667537,533.835,734.1489637138043,200.31396371380424,True,True,1.375235725858747
JVASP-13048,6,Tl,83.74399001719466,40.644,60.73495374551258,20.09095374551258,True,True,1.494315366241329
JVASP-13048,7,Tl,83.7450725873867,40.644,60.736577688135405,20.092577688135407,True,True,1.4943553215268037
JVASP-13048,8,Tl,83.74399001719466,40.644,60.73495374551258,20.09095374551258,True,True,1.494315366241329
JVASP-13048,9,Tl,83.7450725873867,40.644,60.736577688135405,20.092577688135407,True,True,1.4943553215268037
JVASP-13052,0,Rb,14.861054336755519,12.134,12.134,0.0,False,False,1.0
JVASP-13052,1,Rb,14.861054336755519,12.134,12.134,0.0,False,False,1.0
JVASP-13052,2,Mn,5.168424131202856,4.22,4.22,0.0,False,False,1.0
JVASP-13052,3,Mn,5.168424131202856,4.22,4.22,0.0,False,False,1.0
JVASP-13052,4,Br,143.45678395252,112.785,112.785,0.0,False,False,1.0
JVASP-13052,5,Br,143.45836532597184,85.112,112.7861541681144,27.6741541681144,True,True,1.3251498515851396
JVASP-13052,6,Br,143.45836532597184,85.112,112.7861541681144,27.6741541681144,True,True,1.3251498515851396
JVASP-13052,7,Br,143.45836532597184,85.112,112.7861541681144,27.6741541681144,True,True,1.3251498515851396
JVASP-13052,8,Br,143.45836532597184,85.112,112.7861541681144,27.6741541681144,True,True,1.3251498515851396
JVASP-13052,9,Br,143.45678395252,112.785,112.785,0.0,False,False,1.0
JVASP-13067,0,B,4.503138239050629,3.274,3.4718920661265287,0.19789206612652865,True,True,1.0604435143941748
JVASP-13067,1,B,4.501635480578142,3.117,3.4723635331009355,0.3553635331009355,True,True,1.1140081915626998
JVASP-13067,2,Se,614.478995999592,350.98,451.3658020838053,100.38580208380529,True,True,1.2860157333289797
JVASP-13067,3,Se,614.664136284741,299.65866666666665,451.5011858716301,151.84251920496348,True,True,1.5067182634629739
JVASP-13067,4,Se,634.3615232010844,360.443,470.6227650554388,110.17976505543879,True,True,1.3056787482499002
JVASP-13067,5,Se,634.3378005510943,328.142,470.6197504735058,142.4777504735058,True,True,1.434195410747499
JVASP-13067,6,Se,345.0826267142407,250.802,252.84162160647833,2.0396216064783346,True,True,1.0081323976941106
JVASP-13067,7,Se,344.6123946610162,186.428,252.44095365438773,66.01295365438773,True,True,1.3540935570535957
JVASP-13067,8,Tl,43.98852882286472,29.132,32.11959744661421,2.987597446614206,True,True,1.102553804977832
JVASP-13067,9,Tl,44.227984240749656,26.357,32.23415272264625,5.877152722646251,True,True,1.2229826126890864
JVASP-13100,0,Hg,438.69177373717264,358.19033333333334,358.19033333333334,0.0,False,False,1.0
JVASP-13100,1,Hg,438.69177373717264,358.19033333333334,358.19033333333334,0.0,False,False,1.0
JVASP-13100,2,As,25.168507107097156,20.55,20.55,0.0,False,False,1.0
JVASP-13100,3,As,25.168507107097156,20.55,20.55,0.0,False,False,1.0
JVASP-13100,4,O,167.4526087942496,77.305,130.38165388425372,53.076653884253716,True,True,1.6865875930955787
JVASP-13100,5,O,167.4526087942496,77.305,130.38165388425372,53.076653884253716,True,True,1.6865875930955787
JVASP-13100,6,O,167.4527807532619,100.838,130.3814299780841,29.543429978084106,True,True,1.2929791346326198
JVASP-13100,7,O,167.4526087942496,77.305,130.38165388425372,53.076653884253716,True,True,1.6865875930955787
JVASP-13100,8,O,167.4527807532619,100.838,130.3814299780841,29.543429978084106,True,True,1.2929791346326198
JVASP-13100,9,O,167.4526087942496,77.305,130.38165388425372,53.076653884253716,True,True,1.6865875930955787
JVASP-13219,0,V,18.191836520813393,12.648,13.068815045648028,0.42081504564802863,True,True,1.0332712717938037
JVASP-13219,1,V,18.191836520813393,12.648,13.068815045648028,0.42081504564802863,True,True,1.0332712717938037
JVASP-13219,2,H,46.36840972760083,26.162,37.84875979384367,11.68675979384367,True,True,1.4467074303892542
JVASP-13219,3,H,46.36840972760083,26.162,37.84875979384367,11.68675979384367,True,True,1.4467074303892542
JVASP-13219,4,H,46.36840972760083,26.162,37.84875979384367,11.68675979384367,True,True,1.4467074303892542
JVASP-13219,5,H,46.36840972760083,26.162,37.84875979384367,11.68675979384367,True,True,1.4467074303892542
JVASP-13219,6,O,126.41670405712476,68.38,102.60498621720636,34.224986217206364,True,True,1.5005116440071127
JVASP-13219,7,O,126.41670405712476,68.38,102.60498621720636,34.224986217206364,True,True,1.5005116440071127
JVASP-13219,8,O,126.41670405712476,68.38,102.60498621720636,34.224986217206364,True,True,1.5005116440071127
JVASP-13219,9,O,126.41670405712476,68.38,102.60498621720636,34.224986217206364,True,True,1.5005116440071127
JVASP-13313,0,Ag,75.86015367767192,34.962,61.939556099924786,26.977556099924783,True,True,1.7716250815149241
JVASP-13313,1,Ag,8.424949495397584,3.883,6.878942412292753,2.995942412292753,True,True,1.7715535442422747
JVASP-13313,2,Ag,75.86015367767192,34.962,61.939556099924786,26.977556099924783,True,True,1.7716250815149241
JVASP-13313,3,Cl,65.21074762644575,34.172,50.63019173677531,16.458191736775312,True,True,1.4816279918288457
JVASP-13313,4,Cl,65.21143398208629,36.357,50.630797143752304,14.273797143752304,True,True,1.392601071148673
JVASP-13313,5,Cl,65.21048093673286,49.261,50.629689609302815,1.3686896093028125,True,True,1.0277844463024057
JVASP-13313,6,Cl,65.21048093673286,49.261,50.629689609302815,1.3686896093028125,True,True,1.0277844463024057
JVASP-13313,7,Cl,65.21143398208629,36.357,50.630797143752304,14.273797143752304,True,True,1.392601071148673
JVASP-13313,8,Cl,65.21074762644575,34.172,50.63019173677531,16.458191736775312,True,True,1.4816279918288457
JVASP-13313,9,Y,0.004898979485566356,0.002,0.0037912878474779203,0.0017912878474779202,True,True,1.8956439237389602
JVASP-1348,0,Mn,0.4984716641896508,0.407,0.407,0.0,False,False,1.0
JVASP-1348,1,Mn,0.4984716641896508,0.407,0.407,0.0,False,False,1.0
JVASP-1348,2,Mn,0.4992881599504105,0.4076666666666667,0.4076666666666667,0.0,False,False,1.0
JVASP-1348,3,S,0.16166632302368977,0.132,0.132,0.0,False,False,1.0
JVASP-1348,4,S,0.16166632302368977,0.132,0.132,0.0,False,False,1.0
JVASP-1348,5,S,0.16166632302368977,0.132,0.132,0.0,False,False,1.0
JVASP-1363,0,N,0.0,0.0,0.0,0.0,False,False,1.0
JVASP-1363,1,Tm,0.020049937655763423,0.01,0.015075408608796338,0.005075408608796338,True,True,1.5075408608796337
JVASP-13745,0,Si,41.17591995329308,27.835,30.24654691799249,2.4115469179924887,True,True,1.0866372163819826
JVASP-13745,1,Si,41.17591995329308,27.835,30.24654691799249,2.4115469179924887,True,True,1.0866372163819826
JVASP-13745,2,Ca,9.753090176964427,7.743,7.743,0.0,False,False,1.0
JVASP-13745,3,Ca,9.753090176964427,7.743,7.743,0.0,False,False,1.0
JVASP-13755,0,Np,563.1609620401613,459.819,459.819,0.0,False,False,1.0
JVASP-13755,1,Ga,9.325207558011778,7.614,7.614,0.0,False,False,1.0
JVASP-13755,2,Ga,9.325207558011778,7.614,7.614,0.0,False,False,1.0
JVASP-13764,0,Li,0.6098508014260537,0.321,0.4979408761851334,0.17694087618513338,True,True,1.5512176828197302
JVASP-13764,1,Si,43.57403218278826,22.895666666666667,35.46648217043232,12.570815503765655,True,True,1.5490478039701394
JVASP-13764,2,Si,43.57323521000784,22.895666666666667,35.46585254919244,12.570185882525774,True,True,1.5490203043891466
JVASP-13764,3,Si,2.024166495128304,1.067,1.6527249830042783,0.5857249830042783,True,True,1.5489456260583678
JVASP-13764,4,Pd,25.29451588783624,13.333,20.652885735341467,7.319885735341467,True,True,1.549005155279492
JVASP-13790,0,W,11.005149188750995,8.985666666666667,8.985666666666667,0.0,False,False,1.0
JVASP-13790,1,W,11.005149188750995,8.985666666666667,8.985666666666667,0.0,False,False,1.0
JVASP-13790,2,W,280.14855013129494,228.74033333333333,228.74033333333333,0.0,False,False,1.0
JVASP-13790,3,W,280.14855013129494,228.74033333333333,228.74033333333333,0.0,False,False,1.0
JVASP-13790,4,W,109.91636147847446,89.74633333333333,89.74633333333333,0.0,False,False,1.0
JVASP-13790,5,W,109.91636147847446,89.74633333333333,89.74633333333333,0.0,False,False,1.0
JVASP-13790,6,N,3.282316255329459,2.68,2.68,0.0,False,False,1.0
JVASP-13790,7,N,13.327673690483273,10.882,10.882,0.0,False,False,1.0
JVASP-13790,8,N,13.327673690483273,10.882,10.882,0.0,False,False,1.0
JVASP-13843,0,Co,56.0096242146532,45.73166666666666,45.73166666666666,0.0,False,False,1.0
JVASP-13843,1,Co,14.409123429272165,11.765,11.765,0.0,False,False,1.0
JVASP-13843,2,Co,14.409123429272165,11.765,11.765,0.0,False,False,1.0
JVASP-13843,3,Co,56.0096242146532,45.73166666666666,45.73166666666666,0.0,False,False,1.0
JVASP-13843,4,Ge,93.07816074676165,75.998,75.998,0.0,False,False,1.0
JVASP-13843,5,Ge,93.07816074676165,75.998,75.998,0.0,False,False,1.0
JVASP-13845,0,Cu,36.798684514531224,30.046,30.046,0.0,False,False,1.0
JVASP-13845,1,Cu,36.798684514531224,30.046,30.046,0.0,False,False,1.0
JVASP-13845,2,Cu,36.798684514531224,30.046,30.046,0.0,False,False,1.0
JVASP-13845,3,Cu,36.798684514531224,30.046,30.046,0.0,False,False,1.0
JVASP-13845,4,Te,103.0831015928411,84.167,84.167,0.0,False,False,1.0
JVASP-13845,5,Te,103.0831015928411,84.167,84.167,0.0,False,False,1.0
JVASP-13849,0,Fe,5.112901785353075,4.174666666666666,4.174666666666666,0.0,False,False,1.0
JVASP-13849,1,Fe,5.112901785353075,4.174666666666666,4.174666666666666,0.0,False,False,1.0
JVASP-13849,2,Te,38.445966264356,31.391,31.391,0.0,False,False,1.0
JVASP-13849,3,Te,38.445966264356,31.391,31.391,0.0,False,False,1.0
JVASP-13865,0,Pr,64.45954736111634,52.631,52.631,0.0,False,False,1.0
JVASP-13865,1,Pr,64.45954736111634,52.631,52.631,0.0,False,False,1.0
JVASP-13865,2,B,17.193635237106395,10.114333333333335,13.488402771177082,3.3740694378437475,True,True,1.333592865357125
JVASP-13865,3,B,17.193110073514912,13.488,13.488000533744495,5.337444957120852e-07,True,False,1.0000000395718043
JVASP-13865,4,B,17.193635237106395,10.114333333333335,13.488402771177082,3.3740694378437475,True,True,1.333592865357125
JVASP-13865,5,B,17.193110073514912,13.488,13.488000533744495,5.337444957120852e-07,True,False,1.0000000395718043
JVASP-13865,6,B,17.193191966589566,10.114,13.488084034689727,3.3740840346897265,True,True,1.3336053030146062
JVASP-13865,7,B,17.19324107510468,10.114333333333335,13.488000863233456,3.3736675299001213,True,True,1.333553128883115
JVASP-13883,0,O,6.350526277404103,4.046,5.1851829871537785,1.1391829871537782,True,True,1.281557831723623
JVASP-13883,1,O,6.350526277404103,4.046,5.1851829871537785,1.1391829871537782,True,True,1.281557831723623
JVASP-13883,2,Sb,90.3615228070001,57.571,73.7798744191577,16.208874419157695,True,True,1.2815458202768355
JVASP-13883,3,Ce,74.58658383382362,47.521,60.89969067808647,13.378690678086471,True,True,1.2815321789963694
JVASP-13883,4,Ce,74.58658383382362,47.521,60.89969067808647,13.378690678086471,True,True,1.2815321789963694
JVASP-13888,0,U,71.08664182531062,58.042,58.042,0.0,False,False,1.0
JVASP-13888,1,U,71.08664182531062,58.042,58.042,0.0,False,False,1.0
JVASP-13888,2,Co,31.578005267379808,25.783333333333335,25.783333333333335,0.0,False,False,1.0
JVASP-13888,3,Co,26.486332588714507,21.626,21.626,0.0,False,False,1.0
JVASP-13888,4,Co,26.486332588714507,21.626,21.626,0.0,False,False,1.0
JVASP-13888,5,Co,31.578005267379808,25.783333333333335,25.783333333333335,0.0,False,False,1.0
JVASP-13888,6,P,35.87032779331686,29.288,29.288,0.0,False,False,1.0
JVASP-13888,7,P,35.87032779331686,29.288,29.288,0.0,False,False,1.0
JVASP-13888,8,P,86.46943740998897,70.602,70.602,0.0,False,False,1.0
JVASP-13888,9,P,86.46943740998897,70.602,70.602,0.0,False,False,1.0
JVASP-13895,0,Ce,76.54410497223152,62.498,62.498,0.0,False,False,1.0
JVASP-13895,1,Ce,76.54410497223152,62.498,62.498,0.0,False,False,1.0
JVASP-13895,2,Sn,93.58602160935503,76.41266666666667,76.41266666666667,0.0,False,False,1.0
JVASP-13895,3,Sn,79.02788757141367,64.526,64.526,0.0,False,False,1.0
JVASP-13895,4,Sn,93.58602160935503,76.41266666666667,76.41266666666667,0.0,False,False,1.0
JVASP-13895,5,Sn,79.02788757141367,64.526,64.526,0.0,False,False,1.0
JVASP-13895,6,Ir,126.91296255308201,103.624,103.624,0.0,False,False,1.0
JVASP-13895,7,Ir,10.713251638352693,8.747333333333334,8.747333333333334,0.0,False,False,1.0
JVASP-13895,8,Ir,10.713251638352693,8.747333333333334,8.747333333333334,0.0,False,False,1.0
JVASP-13895,9,Ir,126.91296255308201,103.624,103.624,0.0,False,False,1.0
JVASP-13931,0,Rb,4.547477762452501,3.713,3.713,0.0,False,False,1.0
JVASP-13931,1,Rb,4.547477762452501,3.713,3.713,0.0,False,False,1.0
JVASP-13931,2,Ti,23.383237429121454,19.092333333333332,19.092333333333332,0.0,False,False,1.0
JVASP-13931,3,Ti,23.383237429121454,19.092333333333332,19.092333333333332,0.0,False,False,1.0
JVASP-13931,4,Cl,75.83195042988147,46.279,55.99078966630888,9.711789666308874,True,True,1.209853057894701
JVASP-13931,5,Cl,75.8320177409692,46.279,55.991122999642215,9.712122999642212,True,True,1.2098602605856266
JVASP-13931,6,Cl,75.83157582871839,55.99066666666667,55.99066666666667,0.0,False,False,1.0
JVASP-13931,7,Cl,75.83224687426846,55.991,55.991,0.0,False,False,1.0
JVASP-13931,8,Cl,75.8320177409692,46.279,55.991122999642215,9.712122999642212,True,True,1.2098602605856266
